Time_Index,MIDAT_conventional_hydroelectric_1,MIDAT_hydroelectric_pumped_storage_1,MIDAT_natural_gas_fired_combined_cycle_1,MIDAT_natural_gas_fired_combined_cycle_2,MIDAT_natural_gas_fired_combined_cycle_3,MIDAT_natural_gas_fired_combined_cycle_4,MIDAT_natural_gas_fired_combustion_turbine_1,MIDAT_natural_gas_fired_combustion_turbine_2,MIDAT_nuclear_1,MIDAT_nuclear_2,MIDAT_onshore_wind_turbine_1,MIDAT_small_hydroelectric_1,MIDAT_solar_photovoltaic_1,MIDAT_naturalgas_ccavgcf_moderate_0,MIDAT_naturalgas_ctavgcf_moderate_0,MIDAT_battery_moderate_0,MIDAT_nuclear_mid_0,MIDAT_utilitypv_class1_moderate_70_0_2_1,MIDAT_utilitypv_class1_moderate_70_0_2_2,MIDAT_utilitypv_class1_moderate_70_0_2_3,MIDAT_utilitypv_class1_moderate_70_0_2_4,MIDAT_utilitypv_class1_moderate_70_0_2_5,MIDAT_utilitypv_class1_moderate_70_0_2_6,MIDAT_utilitypv_class1_moderate_70_0_2_7,MIDAT_landbasedwind_class4_moderate_70_1,MIDAT_landbasedwind_class4_moderate_70_2,MIDAT_landbasedwind_class4_moderate_70_3,MIDAT_landbasedwind_class4_moderate_70_4,MIDAT_landbasedwind_class4_moderate_70_5,MIDAT_landbasedwind_class4_moderate_70_6,MIDAT_landbasedwind_class4_moderate_70_7
318,0.294259958,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.224972647,0.294259958,0.021582483,1.0,1.0,1.0,1.0,0.021582483,0.03670993,0.034953155,0.030750803,0.128967671,0.029652658,0.016979867,0.224972647,0.117516651,0.246292222,0.551673585,0.373596248,0.372516223,0.291597757
319,0.294129017,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.233329066,0.294129017,0.142389453,1.0,1.0,1.0,1.0,0.142389453,0.199668078,0.220953323,0.421070771,0.64472536,0.101466099,0.144869591,0.233329066,0.128180625,0.251429499,0.495064423,0.318419505,0.339771107,0.265205501
320,0.293979854,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.253315384,0.293979854,0.502581329,1.0,1.0,1.0,1.0,0.502581329,0.402276419,0.685142302,0.874027839,0.93581029,0.125911281,0.131104347,0.253315384,0.139997063,0.26014895,0.439003395,0.202079068,0.316874294,0.209177854
321,0.293873385,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.209743933,0.293873385,0.768894377,1.0,1.0,1.0,1.0,0.768894377,0.556140798,0.864475386,0.967911361,0.975022652,0.171155014,0.217273344,0.209743933,0.13183715,0.274169799,0.435322184,0.208268279,0.27266653,0.147441713
322,0.293724265,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25287561,0.293724265,0.767418598,1.0,1.0,1.0,1.0,0.767418598,0.69813834,0.90783822,0.983024211,0.967469442,0.235206433,0.331430613,0.25287561,0.14319091,0.281263736,0.409929795,0.222561543,0.219168148,0.104127957
323,0.293593324,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.297814515,0.293593324,0.792369272,1.0,1.0,1.0,1.0,0.792369272,0.749222333,0.92485931,0.966287149,0.94335901,0.291637345,0.415413206,0.297814515,0.174796055,0.333855463,0.384583457,0.258296202,0.176250281,0.099100143
324,0.293458909,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.327812119,0.293458909,0.89876977,1.0,1.0,1.0,1.0,0.89876977,0.826989533,0.928926862,0.936944905,0.93787356,0.332062615,0.455532411,0.327812119,0.214483781,0.392448993,0.371202152,0.310303773,0.137321412,0.122355085
325,0.293313219,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.351758126,0.293313219,0.94830166,1.0,1.0,1.0,1.0,0.94830166,0.914386689,0.954091415,0.93122007,0.9580582,0.350686999,0.489157277,0.351758126,0.24703304,0.454743772,0.372558484,0.367806613,0.111370772,0.153760046
326,0.293178805,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.372032437,0.293178805,0.975147945,1.0,1.0,1.0,1.0,0.975147945,0.94740246,0.986176614,0.957823486,0.986467695,0.363388527,0.558951707,0.372032437,0.283485254,0.521267596,0.377015292,0.420686331,0.097647463,0.185965663
327,0.293048917,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.406713604,0.293048917,0.977154839,1.0,1.0,1.0,1.0,0.977154839,0.957816539,0.990298465,0.976754191,0.995216174,0.346053843,0.587287354,0.406713604,0.320313315,0.599076571,0.384619709,0.47345372,0.095385744,0.210602059
328,0.29296662,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.453543205,0.29296662,0.85229081,1.0,1.0,1.0,1.0,0.85229081,0.845357719,0.856179476,0.915411772,0.907689578,0.413564656,0.595990806,0.453543205,0.373896317,0.6544174,0.392437648,0.516471679,0.099029612,0.232767034
329,0.292812216,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.517557238,0.292812216,0.333643419,1.0,1.0,1.0,1.0,0.333643419,0.360378298,0.314518221,0.55434127,0.419606399,0.274805601,0.447116722,0.517557238,0.412149766,0.678419942,0.403759381,0.528396365,0.106755017,0.249157268
330,0.292686515,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.562671475,0.292686515,0.013288336,1.0,1.0,1.0,1.0,0.013288336,0.018882181,0.009918891,0.093244868,0.028426555,0.021138224,0.058741443,0.562671475,0.472060138,0.71991166,0.414478996,0.617049865,0.139346896,0.328148552
331,0.292532155,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.697753181,0.292532155,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.697753181,0.605956977,0.759712515,0.571935055,0.72193011,0.195574609,0.524315758
332,0.292406455,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.755893195,0.292406455,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.755893195,0.662764509,0.74452616,0.607102525,0.735022099,0.233593672,0.610016777
333,0.292276523,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.737291836,0.292276523,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.737291836,0.68675958,0.701821137,0.60380202,0.724914331,0.243169273,0.614449967
334,0.292150822,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.648156703,0.292150822,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.648156703,0.671068448,0.650878576,0.573951691,0.705276202,0.24237611,0.582969512
335,0.292011167,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.575175672,0.292011167,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.575175672,0.639675291,0.618446082,0.513291798,0.669614446,0.236455203,0.524477853
336,0.291862048,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.541562899,0.291862048,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.541562899,0.614553654,0.601145876,0.452065377,0.635264173,0.225293259,0.431802274
337,0.109311313,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.014072295,0.109311313,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014072295,0.216084771,0.231386794,0.657275277,0.479615985,0.38935156,0.272938745
338,0.109311313,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.006777796,0.109311313,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006777796,0.253204076,0.256479379,0.612259198,0.42235367,0.392725235,0.255211589
339,0.109311313,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.015237316,0.109311313,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015237316,0.267907209,0.303205623,0.542278439,0.369239793,0.441559192,0.262260528
340,0.109311313,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.046776063,0.109311313,1.59e-5,1.0,1.0,1.0,1.0,1.59e-5,2.06e-7,0.000636857,0.0,0.001127448,0.0,0.0,0.046776063,0.364882557,0.426654327,0.467993029,0.352865819,0.405818285,0.273276778
341,0.109311313,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.074141661,0.109311313,0.024499731,1.0,1.0,1.0,1.0,0.024499731,0.022671342,0.034456647,0.038019079,0.101187023,0.025889781,0.017524896,0.074141661,0.343694879,0.573467435,0.403345462,0.324920698,0.37492015,0.285061258
342,0.109311313,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.200327253,0.109311313,0.049663897,1.0,1.0,1.0,1.0,0.049663897,0.087100361,0.157820164,0.322428653,0.437841974,0.159484154,0.126818322,0.200327253,0.368811877,0.519858677,0.351449543,0.239057706,0.32713185,0.233745293
343,0.109311313,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.400422459,0.109311313,0.125397535,1.0,1.0,1.0,1.0,0.125397535,0.201943733,0.303606595,0.628447871,0.681182342,0.3008139,0.254103926,0.400422459,0.369878975,0.356685665,0.15614716,0.091625888,0.209068798,0.112518585
344,0.109311313,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.599443755,0.109311313,0.222133801,1.0,1.0,1.0,1.0,0.222133801,0.326372259,0.487012669,0.768112444,0.802023141,0.446730231,0.383191277,0.599443755,0.287879454,0.242434509,0.113949261,0.098149744,0.182710601,0.093626205
345,0.109311313,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.484157129,0.109311313,0.256432109,1.0,1.0,1.0,1.0,0.256432109,0.437522477,0.517393515,0.81658798,0.856742773,0.525194067,0.49334962,0.484157129,0.22726762,0.306398576,0.111067887,0.116659436,0.163775204,0.097700358
346,0.109311313,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.230273198,0.109311313,0.353621845,1.0,1.0,1.0,1.0,0.353621845,0.504746551,0.588021879,0.858712478,0.84016669,0.573909038,0.56958849,0.230273198,0.188291967,0.351948065,0.118442146,0.125889554,0.144947536,0.104415871
347,0.109311313,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.20895852,0.109311313,0.585048402,1.0,1.0,1.0,1.0,0.585048402,0.489329997,0.731082103,0.881466882,0.796478374,0.566681857,0.619311997,0.20895852,0.156439335,0.273012769,0.112630507,0.1198481,0.132872061,0.117113809
348,0.109311313,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.249008904,0.109311313,0.680114312,1.0,1.0,1.0,1.0,0.680114312,0.501682019,0.761869926,0.87061911,0.766174866,0.571548686,0.638657647,0.249008904,0.1558069,0.196458171,0.099963091,0.117920705,0.133582658,0.124557172
349,0.109311313,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.298086947,0.109311313,0.63057163,1.0,1.0,1.0,1.0,0.63057163,0.536201521,0.73559135,0.848733851,0.768008151,0.566807341,0.639805993,0.298086947,0.152221149,0.155135299,0.085167633,0.108770461,0.155712387,0.135876276
350,0.109311313,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.330492068,0.109311313,0.548986063,1.0,1.0,1.0,1.0,0.548986063,0.536831638,0.677001162,0.82689935,0.75646186,0.491954263,0.608488605,0.330492068,0.141452501,0.13735977,0.077996719,0.097256892,0.187378155,0.170645705
351,0.109311313,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.341893969,0.109311313,0.50066106,1.0,1.0,1.0,1.0,0.50066106,0.613350235,0.602191806,0.794750157,0.750460972,0.390260174,0.61035835,0.341893969,0.157436926,0.142151558,0.078003204,0.094472833,0.229003421,0.195704377
352,0.109311313,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.338116854,0.109311313,0.52199338,1.0,1.0,1.0,1.0,0.52199338,0.56723915,0.560293076,0.729172818,0.734822516,0.294208281,0.46848003,0.338116854,0.155482688,0.167833847,0.069859454,0.095872046,0.279661819,0.184319388
353,0.109311313,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.279457441,0.109311313,0.4417933,1.0,1.0,1.0,1.0,0.4417933,0.409211236,0.497458775,0.673667397,0.622726553,0.206627875,0.323790425,0.279457441,0.179601017,0.203671528,0.057620437,0.106542644,0.278252064,0.182300041
354,0.109311313,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.330850379,0.109311313,0.175637807,1.0,1.0,1.0,1.0,0.175637807,0.146261154,0.213990524,0.424971649,0.305807181,0.079377405,0.184941869,0.330850379,0.20146634,0.230301053,0.059620188,0.114057607,0.224177656,0.188756309
355,0.109311313,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.299200163,0.109311313,0.009640903,1.0,1.0,1.0,1.0,0.009640903,0.009154313,0.011340325,0.107010674,0.033123765,0.005244702,0.027607294,0.299200163,0.261500136,0.291481859,0.07682496,0.211583779,0.240632417,0.300500353
356,0.109311313,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.274322202,0.109311313,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,4.6e-5,0.0,0.0,0.0,0.274322202,0.337145359,0.353906551,0.124922339,0.282046895,0.231686904,0.387593409
357,0.109311313,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.259820703,0.109311313,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.259820703,0.318218662,0.332627336,0.132285814,0.288589601,0.214575499,0.387383124
358,0.109311313,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.283612841,0.109311313,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.283612841,0.301587676,0.260861742,0.134847193,0.257889771,0.169161564,0.327648491
359,0.109311313,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.246732361,0.109311313,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.246732361,0.261040317,0.199700872,0.125564588,0.207546627,0.132878602,0.252360435
360,0.109311313,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.184465249,0.109311313,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.184465249,0.224363753,0.142229569,0.098179209,0.159175867,0.115510995,0.209247724
361,0.109311313,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.133319295,0.109311313,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.133319295,0.168675948,0.11367113,0.091199012,0.12824455,0.088121273,0.178960253
362,0.109311313,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.077348689,0.109311313,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.077348689,0.118857843,0.099327648,0.091702348,0.109586474,0.07689997,0.154512602
363,0.109311313,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.044277906,0.109311313,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044277906,0.079300306,0.104476659,0.103839276,0.090125808,0.086620016,0.119055
364,0.109311313,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.051721004,0.109311313,0.000989433,1.0,1.0,1.0,1.0,0.000989433,0.00011395,0.001093245,0.0,0.002719788,0.0,0.0,0.051721004,0.064273106,0.108483004,0.139942482,0.080787533,0.081790294,0.100305493
365,0.109311313,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.074525847,0.109311313,0.110836417,1.0,1.0,1.0,1.0,0.110836417,0.06056672,0.068883007,0.046362733,0.153717545,0.027569479,0.06069113,0.074525847,0.061479899,0.120030747,0.212486914,0.072756583,0.078603882,0.093479921
366,0.109311313,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.091316117,0.109311313,0.388451206,1.0,1.0,1.0,1.0,0.388451206,0.302738957,0.281425052,0.400061316,0.53629937,0.180534099,0.368738284,0.091316117,0.061924722,0.107697269,0.276802008,0.05970309,0.060151109,0.090323435
367,0.109311313,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.117697836,0.109311313,0.557970245,1.0,1.0,1.0,1.0,0.557970245,0.487931198,0.297314606,0.756950852,0.748284826,0.312136915,0.612996226,0.117697836,0.047324462,0.040721029,0.1664826,0.020153955,0.03200958,0.043008842
368,0.109311313,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.100331323,0.109311313,0.726534134,1.0,1.0,1.0,1.0,0.726534134,0.577832886,0.374182355,0.853965867,0.799240359,0.376527183,0.719132538,0.100331323,0.051177619,0.019888879,0.126072127,0.008424746,0.03361069,0.002460585
369,0.109311313,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.13991678,0.109311313,0.77843001,1.0,1.0,1.0,1.0,0.77843001,0.727274857,0.520033748,0.886286684,0.840587077,0.436813134,0.77202885,0.13991678,0.068646216,0.017386464,0.144535319,0.014501288,0.050817794,0.00531099
370,0.109311313,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.192292848,0.109311313,0.820262199,1.0,1.0,1.0,1.0,0.820262199,0.784904044,0.639625517,0.891527598,0.842757409,0.509505308,0.773686509,0.192292848,0.08186149,0.021203389,0.139352608,0.020252004,0.082162892,0.027337062
371,0.109311313,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.203502953,0.109311313,0.859266318,1.0,1.0,1.0,1.0,0.859266318,0.758753027,0.70491664,0.885585727,0.800716465,0.531934877,0.759858769,0.203502953,0.085384496,0.044322469,0.127529147,0.031175832,0.124676203,0.057849455
372,0.109311313,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.230316484,0.109311313,0.805695646,1.0,1.0,1.0,1.0,0.805695646,0.764060089,0.736792934,0.834767259,0.773921046,0.53281643,0.751273197,0.230316484,0.107834303,0.094399131,0.116735672,0.04959138,0.164846754,0.097996794
373,0.109311313,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.221255232,0.109311313,0.771706729,1.0,1.0,1.0,1.0,0.771706729,0.698431693,0.662091767,0.818732994,0.764077787,0.547294443,0.7482992,0.221255232,0.127589349,0.158866604,0.116244422,0.066118221,0.209954041,0.13285994
374,0.109311313,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.304824991,0.109311313,0.756840882,1.0,1.0,1.0,1.0,0.756840882,0.632689404,0.625317049,0.813033455,0.746937744,0.53246162,0.721312767,0.304824991,0.142000822,0.199374088,0.146373854,0.087741237,0.273798708,0.166942342
375,0.109311313,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.428034955,0.109311313,0.701024358,1.0,1.0,1.0,1.0,0.701024358,0.587675803,0.617936078,0.821801192,0.698167708,0.484218547,0.699495652,0.428034955,0.208905404,0.192563401,0.19781693,0.115039512,0.28411802,0.190628968
376,0.109311313,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.361817492,0.109311313,0.573777308,1.0,1.0,1.0,1.0,0.573777308,0.470073543,0.601034808,0.79847548,0.611196032,0.435626952,0.628218148,0.361817492,0.219507146,0.196234206,0.237402198,0.133678846,0.304746149,0.207311489
377,0.109311313,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.303113192,0.109311313,0.444970381,1.0,1.0,1.0,1.0,0.444970381,0.310191216,0.445981733,0.726813015,0.469601632,0.325184908,0.50494718,0.303113192,0.267890537,0.21111122,0.274692635,0.155585147,0.318574165,0.211815759
378,0.109311313,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.250753813,0.109311313,0.151722196,1.0,1.0,1.0,1.0,0.151722196,0.119668677,0.16770858,0.493620225,0.209879973,0.139816031,0.251738332,0.250753813,0.261973452,0.239422599,0.33116661,0.173448257,0.28133237,0.217869799
379,0.109311313,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.217560314,0.109311313,0.00759642,1.0,1.0,1.0,1.0,0.00759642,0.007641889,0.007616328,0.113289738,0.021755654,0.010753911,0.031815401,0.217560314,0.313746402,0.323353521,0.457384187,0.272218184,0.290597594,0.326743421
380,0.109311313,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.27613484,0.109311313,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,4.01e-5,0.0,0.0,0.0,0.27613484,0.37721873,0.302900253,0.625305646,0.347075201,0.260571755,0.402174991
381,0.109311313,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.256946671,0.109311313,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.256946671,0.358513093,0.266999846,0.687421849,0.353454007,0.202093506,0.432334135
382,0.109311313,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.269734031,0.109311313,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.269734031,0.31771075,0.262334787,0.695796172,0.336561382,0.162513268,0.435641904
383,0.109311313,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.231035213,0.109311313,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.231035213,0.247596677,0.202014294,0.688847566,0.31088855,0.13586046,0.44540506
384,0.109311313,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.217340165,0.109311313,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.217340165,0.185994886,0.104807019,0.687662137,0.268112353,0.120667602,0.432340066
385,0.109311313,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.191882711,0.109311313,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.191882711,0.152319576,0.070790933,0.676524872,0.233409658,0.106066989,0.420070698
386,0.109311313,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.17778851,0.109311313,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17778851,0.127597414,0.075279109,0.663750768,0.214296033,0.100314672,0.38968819
387,0.109311313,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.196204857,0.109311313,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.196204857,0.139051797,0.085138796,0.642626325,0.204252545,0.101407884,0.329494366
388,0.109311313,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.262809304,0.109311313,0.001767505,1.0,1.0,1.0,1.0,0.001767505,0.000300741,0.002319956,0.0,0.001327342,0.0,0.0,0.262809304,0.160869743,0.098504515,0.612330911,0.192412565,0.112564517,0.268948929
389,0.109311313,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.321225663,0.109311313,0.146803208,1.0,1.0,1.0,1.0,0.146803208,0.09067371,0.130566391,0.041552054,0.122220024,0.020673487,0.048084756,0.321225663,0.200812139,0.099994063,0.589294787,0.190837488,0.139731574,0.223979559
390,0.109311313,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.217334187,0.109311313,0.493775865,1.0,1.0,1.0,1.0,0.493775865,0.359761615,0.44312934,0.376818446,0.484452818,0.129791306,0.342484376,0.217334187,0.177213333,0.095583273,0.572314987,0.170521405,0.142599875,0.192823004
391,0.109311313,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.230485409,0.109311313,0.72247029,1.0,1.0,1.0,1.0,0.72247029,0.557813043,0.639409112,0.74179534,0.708929626,0.273935257,0.608880668,0.230485409,0.098152767,0.039307566,0.343234136,0.071676273,0.100031164,0.10290301
392,0.109311313,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.262906155,0.109311313,0.791692485,1.0,1.0,1.0,1.0,0.791692485,0.641878629,0.730498079,0.869998284,0.8080346,0.394209419,0.729786328,0.262906155,0.108006738,0.051879774,0.164361924,0.044512653,0.099695473,0.066225072
393,0.109311313,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.281114906,0.109311313,0.789875322,1.0,1.0,1.0,1.0,0.789875322,0.713275505,0.826977667,0.913879776,0.85159023,0.506120616,0.763364739,0.281114906,0.138514226,0.08008265,0.191171801,0.042059991,0.117197081,0.080826182
394,0.109311313,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.335191307,0.109311313,0.776508197,1.0,1.0,1.0,1.0,0.776508197,0.768211141,0.824484273,0.929088368,0.81446534,0.607465608,0.752635896,0.335191307,0.164591757,0.102135273,0.193466443,0.033677258,0.155585487,0.094940137
395,0.109311313,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.38363152,0.109311313,0.753913046,1.0,1.0,1.0,1.0,0.753913046,0.735149502,0.802001258,0.916972156,0.73365198,0.63479484,0.692178392,0.38363152,0.202477031,0.146618757,0.158796948,0.029225427,0.212942035,0.140135837
396,0.109311313,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.40920609,0.109311313,0.749247755,1.0,1.0,1.0,1.0,0.749247755,0.72234895,0.812589419,0.904255671,0.704212839,0.659827997,0.623553231,0.40920609,0.242245063,0.171467109,0.123777245,0.05461583,0.26074641,0.207393086
397,0.109311313,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.415915764,0.109311313,0.762482049,1.0,1.0,1.0,1.0,0.762482049,0.747588173,0.825772539,0.89921522,0.677789059,0.632374802,0.548969842,0.415915764,0.265603322,0.216606625,0.103528762,0.091004752,0.310294665,0.250200795
398,0.109311313,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.436977016,0.109311313,0.777311673,1.0,1.0,1.0,1.0,0.777311673,0.751219601,0.825929013,0.89317485,0.645582122,0.550458873,0.474263346,0.436977016,0.296808222,0.257658767,0.099126082,0.11457619,0.36644963,0.289554757
399,0.109311313,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.435810165,0.109311313,0.765005045,1.0,1.0,1.0,1.0,0.765005045,0.73192428,0.776496711,0.883318547,0.613913232,0.461430092,0.468101094,0.435810165,0.31157956,0.308713213,0.117252484,0.118039222,0.385348485,0.333078134
400,0.109311313,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.412723816,0.109311313,0.673614861,1.0,1.0,1.0,1.0,0.673614861,0.716140914,0.62977567,0.840228605,0.548036866,0.379902413,0.44416332,0.412723816,0.34489928,0.311953611,0.14536276,0.121593665,0.393090413,0.354335148
401,0.109311313,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.349739483,0.109311313,0.574019266,1.0,1.0,1.0,1.0,0.574019266,0.549506854,0.448903606,0.752068278,0.425336054,0.281972298,0.363092546,0.349739483,0.353347742,0.296703645,0.196086382,0.140266421,0.375838949,0.321837843
